date,home_team,away_team,home_score,away_score
2017-09-29,Chicago Cubs,Cincinnati Reds,4,5
2017-09-29,Cleveland Indians,Chicago White Sox,1,0
2017-09-29,Colorado Rockies,Los Angeles Dodgers,1,9
2017-09-29,Kansas City Royals,Arizona D'Backs,1,2
2017-09-29,Miami Marlins,Atlanta Braves,5,6
2017-09-29,Minnesota Twins,Detroit Tigers,3,6
2017-09-29,New York Yankees,Toronto Blue Jays,0,4
2017-09-29,Philadelphia Phillies,New York Mets,2,6
2017-09-29,San Francisco Giants,San Diego Padres,0,8
2017-09-29,St. Louis Cardinals,Milwaukee Brewers,5,3
2017-09-29,Tampa Bay Rays,Baltimore Orioles,0,7
2017-09-29,Texas Rangers,Oakland Athletics,3,5
2017-09-29,Washington Nationals,Pittsburgh Pirates,1,6
2017-09-30,Los Angeles Angels,Seattle Mariners,6,4
2017-09-30,Boston Red Sox,Houston Astros,3,6
2017-09-30,Chicago Cubs,Cincinnati Reds,0,9
2017-09-30,Cleveland Indians,Chicago White Sox,2,1
2017-09-30,Colorado Rockies,Los Angeles Dodgers,5,3
2017-09-30,Kansas City Royals,Arizona D'Backs,3,4
2017-09-30,Miami Marlins,Atlanta Braves,2,0
2017-09-30,Minnesota Twins,Detroit Tigers,3,2
2017-09-30,New York Yankees,Toronto Blue Jays,1,2
2017-09-30,Philadelphia Phillies,New York Mets,7,4
2017-09-30,San Francisco Giants,San Diego Padres,3,2
2017-09-30,St. Louis Cardinals,Milwaukee Brewers,6,7
2017-09-30,Tampa Bay Rays,Baltimore Orioles,3,4
2017-09-30,Texas Rangers,Oakland Athletics,4,8
2017-09-30,Washington Nationals,Pittsburgh Pirates,4,1
2017-10-01,Los Angeles Angels,Seattle Mariners,2,6
2017-10-01,Boston Red Sox,Houston Astros,4,3
2017-10-01,Chicago Cubs,Cincinnati Reds,3,1
2017-10-01,Cleveland Indians,Chicago White Sox,1,3
2017-10-01,Colorado Rockies,Los Angeles Dodgers,6,3
2017-10-01,Kansas City Royals,Arizona D'Backs,1,2
2017-10-01,Miami Marlins,Atlanta Braves,8,5
2017-10-01,Minnesota Twins,Detroit Tigers,1,5
2017-10-01,New York Yankees,Toronto Blue Jays,2,1
2017-10-01,Philadelphia Phillies,New York Mets,0,1
2017-10-01,San Francisco Giants,San Diego Padres,4,5
2017-10-01,St. Louis Cardinals,Milwaukee Brewers,6,1
2017-10-01,Tampa Bay Rays,Baltimore Orioles,0,6
2017-10-01,Texas Rangers,Oakland Athletics,5,2
2017-10-01,Washington Nationals,Pittsburgh Pirates,1,8
2018-03-29,Arizona D'Backs,Colorado Rockies,2,8
2018-03-29,Atlanta Braves,Philadelphia Phillies,5,8
2018-03-29,Baltimore Orioles,Minnesota Twins,2,3
2018-03-29,Kansas City Royals,Chicago White Sox,1,7
2018-03-29,Los Angeles Dodgers,San Francisco Giants,1,0
2018-03-29,Miami Marlins,Chicago Cubs,8,4
2018-03-29,New York Mets,St. Louis Cardinals,4,9
2018-03-29,Oakland Athletics,Los Angeles Angels,5,6
2018-03-29,San Diego Padres,Milwaukee Brewers,2,1
2018-03-29,Seattle Mariners,Cleveland Indians,1,2
2018-03-29,Tampa Bay Rays,Boston Red Sox,4,6
2018-03-29,Texas Rangers,Houston Astros,4,1
2018-03-29,Toronto Blue Jays,New York Yankees,6,1
2018-03-30,Arizona D'Backs,Colorado Rockies,8,9
2018-03-30,Atlanta Braves,Philadelphia Phillies,5,4
2018-03-30,Cincinnati Reds,Washington Nationals,2,0
2018-03-30,Detroit Tigers,Pittsburgh Pirates,1,0
2018-03-30,Los Angeles Dodgers,San Francisco Giants,1,0
2018-03-30,Miami Marlins,Chicago Cubs,1,2
2018-03-30,Oakland Athletics,Los Angeles Angels,2,1
2018-03-30,San Diego Padres,Milwaukee Brewers,8,6
2018-03-30,Tampa Bay Rays,Boston Red Sox,1,0
2018-03-30,Texas Rangers,Houston Astros,1,5
2018-03-30,Toronto Blue Jays,New York Yankees,4,2
2018-03-31,Arizona D'Backs,Colorado Rockies,2,1
2018-03-31,Atlanta Braves,Philadelphia Phillies,2,5
2018-03-31,Baltimore Orioles,Minnesota Twins,6,2
2018-03-31,Cincinnati Reds,Washington Nationals,1,7
2018-03-31,Kansas City Royals,Chicago White Sox,4,3
2018-03-31,Los Angeles Dodgers,San Francisco Giants,0,5
2018-03-31,Miami Marlins,Chicago Cubs,1,6
2018-03-31,New York Mets,St. Louis Cardinals,2,6
2018-03-31,Oakland Athletics,Los Angeles Angels,8,3
2018-03-31,San Diego Padres,Milwaukee Brewers,7,3
2018-03-31,Seattle Mariners,Cleveland Indians,6,5
2018-03-31,Tampa Bay Rays,Boston Red Sox,3,2
2018-03-31,Texas Rangers,Houston Astros,9,3
2018-03-31,Toronto Blue Jays,New York Yankees,3,5
2018-04-01,Baltimore Orioles,Minnesota Twins,7,0
2018-04-01,Cincinnati Reds,Washington Nationals,6,5
2018-04-01,Detroit Tigers,Pittsburgh Pirates,1,0
2018-04-01,Detroit Tigers,Pittsburgh Pirates,8,6
2018-04-01,Los Angeles Dodgers,San Francisco Giants,0,9
2018-04-01,Miami Marlins,Chicago Cubs,0,6
2018-04-01,New York Mets,St. Louis Cardinals,5,1
2018-04-01,Oakland Athletics,Los Angeles Angels,7,4
2018-04-01,Seattle Mariners,Cleveland Indians,4,5
2018-04-01,Tampa Bay Rays,Boston Red Sox,2,1
2018-04-01,Texas Rangers,Houston Astros,8,2
2018-04-01,Toronto Blue Jays,New York Yankees,4,7
2018-04-02,Los Angeles Angels,Cleveland Indians,6,0
2018-04-02,Arizona D'Backs,Los Angeles Dodgers,7,8
2018-04-02,Atlanta Braves,Washington Nationals,8,1
2018-04-02,Cincinnati Reds,Chicago Cubs,0,1
2018-04-02,Detroit Tigers,Kansas City Royals,1,6
2018-04-02,Houston Astros,Baltimore Orioles,1,6
2018-04-02,Miami Marlins,Boston Red Sox,7,3
2018-04-02,Milwaukee Brewers,St. Louis Cardinals,8,4
2018-04-02,Oakland Athletics,Texas Rangers,1,3
2018-04-02,Pittsburgh Pirates,Minnesota Twins,4,5
2018-04-02,San Diego Padres,Colorado Rockies,7,4
2018-04-02,Toronto Blue Jays,Chicago White Sox,2,4
2018-04-03,Los Angeles Angels,Cleveland Indians,2,3
2018-04-03,Arizona D'Backs,Los Angeles Dodgers,1,6
2018-04-03,Atlanta Braves,Washington Nationals,6,3
2018-04-03,Detroit Tigers,Kansas City Royals,1,0
2018-04-03,Houston Astros,Baltimore Orioles,6,0
2018-04-03,Miami Marlins,Boston Red Sox,4,2
2018-04-03,Milwaukee Brewers,St. Louis Cardinals,4,5
2018-04-03,New York Yankees,Tampa Bay Rays,4,1
2018-04-03,New York Mets,Philadelphia Phillies,0,2
2018-04-03,Oakland Athletics,Texas Rangers,4,1
2018-04-03,San Diego Padres,Colorado Rockies,4,8
2018-04-03,San Francisco Giants,Seattle Mariners,6,4
2018-04-03,Toronto Blue Jays,Chicago White Sox,5,4
2018-04-04,Los Angeles Angels,Cleveland Indians,2,3
2018-04-04,Arizona D'Backs,Los Angeles Dodgers,0,3
2018-04-04,Atlanta Braves,Washington Nationals,1,7
2018-04-04,Houston Astros,Baltimore Orioles,2,3
2018-04-04,Milwaukee Brewers,St. Louis Cardinals,6,0
2018-04-04,New York Yankees,Tampa Bay Rays,2,7
2018-04-04,New York Mets,Philadelphia Phillies,2,4
2018-04-04,Oakland Athletics,Texas Rangers,2,6
2018-04-04,Pittsburgh Pirates,Minnesota Twins,7,3
2018-04-04,San Diego Padres,Colorado Rockies,5,2
2018-04-04,San Francisco Giants,Seattle Mariners,1,0
2018-04-04,Toronto Blue Jays,Chicago White Sox,4,3
2018-04-05,Boston Red Sox,Tampa Bay Rays,2,3
2018-04-05,Chicago White Sox,Detroit Tigers,9,7
2018-04-05,Milwaukee Brewers,Chicago Cubs,8,0
2018-04-05,Minnesota Twins,Seattle Mariners,2,4
2018-04-05,New York Yankees,Baltimore Orioles,5,2
2018-04-05,Oakland Athletics,Texas Rangers,6,3
2018-04-05,Philadelphia Phillies,Miami Marlins,0,5
2018-04-05,Pittsburgh Pirates,Cincinnati Reds,2,5
2018-04-05,San Diego Padres,Colorado Rockies,3,1
2018-04-05,St. Louis Cardinals,Arizona D'Backs,3,1
2018-04-05,Washington Nationals,New York Mets,8,2
2018-04-06,Los Angeles Angels,Oakland Athletics,9,3
2018-04-06,Cleveland Indians,Kansas City Royals,2,3
2018-04-06,Colorado Rockies,Atlanta Braves,8,3
2018-04-06,Houston Astros,San Diego Padres,4,1
2018-04-06,Milwaukee Brewers,Chicago Cubs,4,5
2018-04-06,New York Yankees,Baltimore Orioles,7,3
2018-04-06,Pittsburgh Pirates,Cincinnati Reds,3,4
2018-04-06,Texas Rangers,Toronto Blue Jays,8,5
2018-04-07,Los Angeles Angels,Oakland Athletics,7,3
2018-04-07,Boston Red Sox,Tampa Bay Rays,3,0
2018-04-07,Chicago White Sox,Detroit Tigers,6,1
2018-04-07,Cleveland Indians,Kansas City Royals,1,0
2018-04-07,Colorado Rockies,Atlanta Braves,2,3
2018-04-07,Houston Astros,San Diego Padres,0,1
2018-04-07,Milwaukee Brewers,Chicago Cubs,5,2
2018-04-07,Minnesota Twins,Seattle Mariners,1,4
2018-04-07,New York Yankees,Baltimore Orioles,3,8
2018-04-07,Philadelphia Phillies,Miami Marlins,1,0
2018-04-07,Pittsburgh Pirates,Cincinnati Reds,7,4
2018-04-07,San Francisco Giants,Los Angeles Dodgers,5,7
2018-04-07,St. Louis Cardinals,Arizona D'Backs,3,5
2018-04-07,Texas Rangers,Toronto Blue Jays,1,5
2018-04-07,Washington Nationals,New York Mets,3,2
2018-04-08,Los Angeles Angels,Oakland Athletics,1,6
2018-04-08,Boston Red Sox,Tampa Bay Rays,7,8
2018-04-08,Chicago White Sox,Detroit Tigers,1,0
2018-04-08,Cleveland Indians,Kansas City Royals,1,3
2018-04-08,Colorado Rockies,Atlanta Braves,4,0
2018-04-08,Houston Astros,San Diego Padres,1,4
2018-04-08,Milwaukee Brewers,Chicago Cubs,3,0
2018-04-08,New York Yankees,Baltimore Orioles,8,7
2018-04-08,Philadelphia Phillies,Miami Marlins,6,3
2018-04-08,Pittsburgh Pirates,Cincinnati Reds,0,5
2018-04-08,San Francisco Giants,Los Angeles Dodgers,2,1
2018-04-08,St. Louis Cardinals,Arizona D'Backs,4,1
2018-04-08,Texas Rangers,Toronto Blue Jays,7,4
2018-04-08,Washington Nationals,New York Mets,6,5
2018-04-09,Baltimore Orioles,Toronto Blue Jays,7,1
2018-04-09,Chicago White Sox,Tampa Bay Rays,5,4
2018-04-09,Cleveland Indians,Detroit Tigers,0,2
2018-04-09,Colorado Rockies,San Diego Padres,7,6
2018-04-09,Kansas City Royals,Seattle Mariners,0,0
2018-04-09,Miami Marlins,New York Mets,4,2
2018-04-09,Minnesota Twins,Houston Astros,2,0
2018-04-09,Philadelphia Phillies,Cincinnati Reds,5,6
2018-04-09,San Francisco Giants,Arizona D'Backs,2,1
2018-04-09,St. Louis Cardinals,Milwaukee Brewers,5,4
2018-04-09,Texas Rangers,Los Angeles Angels,8,3
2018-04-09,Washington Nationals,Atlanta Braves,0,2
2018-04-10,Baltimore Orioles,Toronto Blue Jays,2,1
2018-04-10,Boston Red Sox,New York Yankees,1,4
2018-04-10,Chicago White Sox,Tampa Bay Rays,6,5
2018-04-10,Chicago Cubs,Pittsburgh Pirates,8,5
2018-04-10,Cleveland Indians,Detroit Tigers,1,2
2018-04-10,Colorado Rockies,San Diego Padres,5,2
2018-04-10,Kansas City Royals,Seattle Mariners,8,3
2018-04-10,Los Angeles Dodgers,Oakland Athletics,0,4
2018-04-10,Miami Marlins,New York Mets,8,6
2018-04-10,Minnesota Twins,Houston Astros,1,4
2018-04-10,Philadelphia Phillies,Cincinnati Reds,1,6
2018-04-10,San Francisco Giants,Arizona D'Backs,4,5
2018-04-10,St. Louis Cardinals,Milwaukee Brewers,3,5
2018-04-10,Texas Rangers,Los Angeles Angels,1,1
2018-04-10,Washington Nationals,Atlanta Braves,1,4
2018-04-11,Baltimore Orioles,Toronto Blue Jays,3,5
2018-04-11,Boston Red Sox,New York Yankees,1,7
2018-04-11,Chicago White Sox,Tampa Bay Rays,1,2
2018-04-11,Chicago Cubs,Pittsburgh Pirates,5,3
2018-04-11,Cleveland Indians,Detroit Tigers,1,5
2018-04-11,Colorado Rockies,San Diego Padres,4,6
2018-04-11,Kansas City Royals,Seattle Mariners,4,2
2018-04-11,Los Angeles Dodgers,Oakland Athletics,1,6
2018-04-11,Miami Marlins,New York Mets,4,1
2018-04-11,Minnesota Twins,Houston Astros,8,9
2018-04-11,Philadelphia Phillies,Cincinnati Reds,3,4
2018-04-11,San Francisco Giants,Arizona D'Backs,7,3
2018-04-11,St. Louis Cardinals,Milwaukee Brewers,3,2
2018-04-11,Texas Rangers,Los Angeles Angels,7,2
2018-04-11,Washington Nationals,Atlanta Braves,5,3
2018-04-12,Boston Red Sox,New York Yankees,3,6
2018-04-12,Chicago Cubs,Pittsburgh Pirates,6,1
2018-04-12,Cincinnati Reds,St. Louis Cardinals,1,4
2018-04-12,Cleveland Indians,Detroit Tigers,3,9
2018-04-12,Kansas City Royals,Los Angeles Angels,7,1
2018-04-12,Minnesota Twins,Chicago White Sox,0,4
2018-04-12,San Diego Padres,San Francisco Giants,7,0
2018-04-12,Washington Nationals,Colorado Rockies,5,1
2018-04-13,Boston Red Sox,Baltimore Orioles,3,7
2018-04-13,Chicago Cubs,Atlanta Braves,4,0
2018-04-13,Cincinnati Reds,St. Louis Cardinals,5,3
2018-04-13,Cleveland Indians,Toronto Blue Jays,8,4
2018-04-13,Detroit Tigers,New York Yankees,8,6
2018-04-13,Houston Astros,Texas Rangers,2,3
2018-04-13,Kansas City Royals,Los Angeles Angels,5,4
2018-04-13,Los Angeles Dodgers,Arizona D'Backs,8,7
2018-04-13,Miami Marlins,Pittsburgh Pirates,2,7
2018-04-13,New York Mets,Milwaukee Brewers,5,6
2018-04-13,San Diego Padres,San Francisco Giants,1,5
2018-04-13,Seattle Mariners,Oakland Athletics,4,7
2018-04-13,Tampa Bay Rays,Philadelphia Phillies,2,1
2018-04-13,Washington Nationals,Colorado Rockies,2,1
2018-04-14,Boston Red Sox,Baltimore Orioles,3,0
2018-04-14,Chicago Cubs,Atlanta Braves,1,4
2018-04-14,Cincinnati Reds,St. Louis Cardinals,6,1
2018-04-14,Houston Astros,Texas Rangers,6,5
2018-04-14,Kansas City Royals,Los Angeles Angels,5,3
2018-04-14,Los Angeles Dodgers,Arizona D'Backs,9,1
2018-04-14,Miami Marlins,Pittsburgh Pirates,1,0
2018-04-14,New York Mets,Milwaukee Brewers,5,1
2018-04-14,San Diego Padres,San Francisco Giants,4,5
2018-04-14,Seattle Mariners,Oakland Athletics,8,0
2018-04-14,Tampa Bay Rays,Philadelphia Phillies,9,4
2018-04-14,Washington Nationals,Colorado Rockies,2,6
2018-04-15,Boston Red Sox,Baltimore Orioles,1,3
2018-04-15,Cincinnati Reds,St. Louis Cardinals,3,2
2018-04-15,Houston Astros,Texas Rangers,3,1
2018-04-15,Los Angeles Dodgers,Arizona D'Backs,2,7
2018-04-15,Miami Marlins,Pittsburgh Pirates,7,3
2018-04-15,New York Mets,Milwaukee Brewers,2,3
2018-04-15,San Diego Padres,San Francisco Giants,1,0
2018-04-15,Seattle Mariners,Oakland Athletics,2,1
2018-04-15,Tampa Bay Rays,Philadelphia Phillies,1,4
2018-04-15,Washington Nationals,Colorado Rockies,6,5
2018-04-16,Atlanta Braves,Philadelphia Phillies,1,2
2018-04-16,Milwaukee Brewers,Cincinnati Reds,1,4
2018-04-16,New York Yankees,Miami Marlins,1,2
2018-04-16,New York Mets,Washington Nationals,8,6
2018-04-16,Oakland Athletics,Chicago White Sox,1,8
2018-04-16,Pittsburgh Pirates,Colorado Rockies,6,2
2018-04-16,San Diego Padres,Los Angeles Dodgers,1,3
2018-04-16,Seattle Mariners,Houston Astros,1,2
2018-04-16,Tampa Bay Rays,Texas Rangers,4,8
2018-04-17,Los Angeles Angels,Boston Red Sox,1,1
2018-04-17,Arizona D'Backs,San Francisco Giants,0,1
2018-04-17,Atlanta Braves,Philadelphia Phillies,5,1
2018-04-17,Chicago Cubs,St. Louis Cardinals,5,3
2018-04-17,Detroit Tigers,Baltimore Orioles,2,4
2018-04-17,Milwaukee Brewers,Cincinnati Reds,0,2
2018-04-17,Minnesota Twins,Cleveland Indians,6,1
2018-04-17,New York Yankees,Miami Marlins,9,1
2018-04-17,New York Mets,Washington Nationals,5,2
2018-04-17,Oakland Athletics,Chicago White Sox,2,0
2018-04-17,Pittsburgh Pirates,Colorado Rockies,2,0
2018-04-17,San Diego Padres,Los Angeles Dodgers,7,3
2018-04-17,Seattle Mariners,Houston Astros,4,1
2018-04-17,Tampa Bay Rays,Texas Rangers,7,2
2018-04-17,Toronto Blue Jays,Kansas City Royals,3,1
2018-04-17,Toronto Blue Jays,Kansas City Royals,4,5
2018-04-18,Los Angeles Angels,Boston Red Sox,9,0
2018-04-18,Arizona D'Backs,San Francisco Giants,4,3
2018-04-18,Atlanta Braves,Philadelphia Phillies,3,7
2018-04-18,Detroit Tigers,Baltimore Orioles,5,6
2018-04-18,Milwaukee Brewers,Cincinnati Reds,0,2
2018-04-18,Minnesota Twins,Cleveland Indians,1,2
2018-04-18,New York Mets,Washington Nationals,5,1
2018-04-18,Oakland Athletics,Chicago White Sox,1,2
2018-04-18,Pittsburgh Pirates,Colorado Rockies,2,0
2018-04-18,San Diego Padres,Los Angeles Dodgers,1,4
2018-04-18,Seattle Mariners,Houston Astros,7,1
2018-04-18,Tampa Bay Rays,Texas Rangers,2,4
2018-04-18,Toronto Blue Jays,Kansas City Royals,5,5
2018-04-19,Los Angeles Angels,Boston Red Sox,8,2
2018-04-19,Arizona D'Backs,San Francisco Giants,1,3
2018-04-19,Atlanta Braves,New York Mets,4,2
2018-04-19,Chicago Cubs,St. Louis Cardinals,5,8
2018-04-19,Detroit Tigers,Baltimore Orioles,8,3
2018-04-19,Milwaukee Brewers,Miami Marlins,3,2
2018-04-19,New York Yankees,Toronto Blue Jays,3,4
2018-04-19,Philadelphia Phillies,Pittsburgh Pirates,0,7
2018-04-19,Seattle Mariners,Houston Astros,9,2
2018-04-20,Los Angeles Angels,San Francisco Giants,8,1
2018-04-20,Arizona D'Backs,San Diego Padres,4,1
2018-04-20,Atlanta Braves,New York Mets,5,3
2018-04-20,Baltimore Orioles,Cleveland Indians,1,3
2018-04-20,Chicago White Sox,Houston Astros,1,0
2018-04-20,Colorado Rockies,Chicago Cubs,1,5
2018-04-20,Detroit Tigers,Kansas City Royals,2,3
2018-04-20,Detroit Tigers,Kansas City Royals,3,2
2018-04-20,Los Angeles Dodgers,Washington Nationals,5,2
2018-04-20,Milwaukee Brewers,Miami Marlins,0,8
2018-04-20,New York Yankees,Toronto Blue Jays,8,5
2018-04-20,Oakland Athletics,Boston Red Sox,7,3
2018-04-20,Philadelphia Phillies,Pittsburgh Pirates,1,2
2018-04-20,St. Louis Cardinals,Cincinnati Reds,2,4
2018-04-20,Tampa Bay Rays,Minnesota Twins,7,8
2018-04-20,Texas Rangers,Seattle Mariners,6,2
2018-04-21,Los Angeles Angels,San Francisco Giants,3,4
2018-04-21,Arizona D'Backs,San Diego Padres,2,6
2018-04-21,Atlanta Braves,New York Mets,3,4
2018-04-21,Baltimore Orioles,Cleveland Indians,4,0
2018-04-21,Chicago White Sox,Houston Astros,1,1
2018-04-21,Colorado Rockies,Chicago Cubs,2,5
2018-04-21,Detroit Tigers,Kansas City Royals,4,2
2018-04-21,Los Angeles Dodgers,Washington Nationals,0,4
2018-04-21,Milwaukee Brewers,Miami Marlins,5,6
2018-04-21,New York Yankees,Toronto Blue Jays,1,9
2018-04-21,Oakland Athletics,Boston Red Sox,0,3
2018-04-21,Philadelphia Phillies,Pittsburgh Pirates,2,6
2018-04-21,St. Louis Cardinals,Cincinnati Reds,3,4
2018-04-21,Tampa Bay Rays,Minnesota Twins,1,0
2018-04-21,Texas Rangers,Seattle Mariners,9,7
2018-04-22,Los Angeles Angels,San Francisco Giants,4,2
2018-04-22,Arizona D'Backs,San Diego Padres,2,4
2018-04-22,Baltimore Orioles,Cleveland Indians,7,3
2018-04-22,Chicago White Sox,Houston Astros,7,1
2018-04-22,Colorado Rockies,Chicago Cubs,9,7
2018-04-22,Detroit Tigers,Kansas City Royals,8,5
2018-04-22,Los Angeles Dodgers,Washington Nationals,3,4
2018-04-22,Milwaukee Brewers,Miami Marlins,2,4
2018-04-22,New York Yankees,Toronto Blue Jays,1,5
2018-04-22,Oakland Athletics,Boston Red Sox,1,4
2018-04-22,Philadelphia Phillies,Pittsburgh Pirates,2,3
2018-04-22,St. Louis Cardinals,Cincinnati Reds,2,9
2018-04-22,Tampa Bay Rays,Minnesota Twins,6,8
2018-04-22,Texas Rangers,Seattle Mariners,4,7
2018-04-23,Baltimore Orioles,Cleveland Indians,2,1
2018-04-23,Chicago White Sox,Seattle Mariners,4,0
2018-04-23,Cincinnati Reds,Atlanta Braves,4,0
2018-04-23,Colorado Rockies,San Diego Padres,1,5
2018-04-23,Houston Astros,Los Angeles Angels,2,0
2018-04-23,Los Angeles Dodgers,Miami Marlins,1,2
2018-04-23,New York Yankees,Minnesota Twins,1,4
2018-04-23,San Francisco Giants,Washington Nationals,2,4
2018-04-23,Texas Rangers,Oakland Athletics,9,4
2018-04-24,Chicago White Sox,Seattle Mariners,1,0
2018-04-24,Cincinnati Reds,Atlanta Braves,7,9
2018-04-24,Cleveland Indians,Chicago Cubs,1,3
2018-04-24,Colorado Rockies,San Diego Padres,0,8
2018-04-24,Houston Astros,Los Angeles Angels,8,7
2018-04-24,Kansas City Royals,Milwaukee Brewers,5,2
2018-04-24,Los Angeles Dodgers,Miami Marlins,3,2
2018-04-24,New York Yankees,Minnesota Twins,3,8
2018-04-24,Philadelphia Phillies,Arizona D'Backs,8,4
2018-04-24,San Francisco Giants,Washington Nationals,3,4
2018-04-24,St. Louis Cardinals,New York Mets,6,5
2018-04-24,Texas Rangers,Oakland Athletics,3,2
2018-04-24,Toronto Blue Jays,Boston Red Sox,3,4
2018-04-25,Baltimore Orioles,Tampa Bay Rays,8,4
2018-04-25,Chicago White Sox,Seattle Mariners,4,3
2018-04-25,Cincinnati Reds,Atlanta Braves,5,4
2018-04-25,Cleveland Indians,Chicago Cubs,1,4
2018-04-25,Colorado Rockies,San Diego Padres,2,5
2018-04-25,Houston Astros,Los Angeles Angels,2,5
2018-04-25,Kansas City Royals,Milwaukee Brewers,6,2
2018-04-25,Los Angeles Dodgers,Miami Marlins,8,6
2018-04-25,New York Yankees,Minnesota Twins,4,7
2018-04-25,Philadelphia Phillies,Arizona D'Backs,3,5
2018-04-25,Pittsburgh Pirates,Detroit Tigers,1,0
2018-04-25,Pittsburgh Pirates,Detroit Tigers,3,8
2018-04-25,San Francisco Giants,Washington Nationals,1,2
2018-04-25,St. Louis Cardinals,New York Mets,1,9
2018-04-25,Texas Rangers,Oakland Athletics,2,4
2018-04-25,Toronto Blue Jays,Boston Red Sox,4,3
2018-04-26,Baltimore Orioles,Tampa Bay Rays,9,5
2018-04-26,Chicago Cubs,Milwaukee Brewers,0,1
2018-04-26,Cincinnati Reds,Atlanta Braves,7,4
2018-04-26,Cleveland Indians,Seattle Mariners,5,4
2018-04-26,Kansas City Royals,Chicago White Sox,6,3
2018-04-26,New York Yankees,Minnesota Twins,3,4
2018-04-26,Philadelphia Phillies,Arizona D'Backs,8,2
2018-04-26,Pittsburgh Pirates,Detroit Tigers,0,1
2018-04-26,St. Louis Cardinals,New York Mets,3,4
2018-04-26,Toronto Blue Jays,Boston Red Sox,5,4
2018-04-27,Los Angeles Angels,New York Yankees,4,3
2018-04-27,Baltimore Orioles,Detroit Tigers,0,6
2018-04-27,Boston Red Sox,Tampa Bay Rays,4,3
2018-04-27,Chicago Cubs,Milwaukee Brewers,2,3
2018-04-27,Cleveland Indians,Seattle Mariners,5,6
2018-04-27,Houston Astros,Oakland Athletics,8,1
2018-04-27,Kansas City Royals,Chicago White Sox,7,4
2018-04-27,Miami Marlins,Colorado Rockies,1,0
2018-04-27,Minnesota Twins,Cincinnati Reds,1,9
2018-04-27,Philadelphia Phillies,Atlanta Braves,3,7
2018-04-27,Pittsburgh Pirates,St. Louis Cardinals,5,6
2018-04-27,San Diego Padres,New York Mets,5,1
2018-04-27,San Francisco Giants,Los Angeles Dodgers,4,6
2018-04-27,Toronto Blue Jays,Texas Rangers,6,4
2018-04-27,Washington Nationals,Arizona D'Backs,5,4
2018-04-28,Los Angeles Angels,New York Yankees,1,1
2018-04-28,Baltimore Orioles,Detroit Tigers,9,5
2018-04-28,Boston Red Sox,Tampa Bay Rays,1,6
2018-04-28,Chicago Cubs,Milwaukee Brewers,0,3
2018-04-28,Cleveland Indians,Seattle Mariners,1,4
2018-04-28,Houston Astros,Oakland Athletics,0,1
2018-04-28,Kansas City Royals,Chicago White Sox,8,0
2018-04-28,Kansas City Royals,Chicago White Sox,2,5
2018-04-28,Miami Marlins,Colorado Rockies,1,4
2018-04-28,Minnesota Twins,Cincinnati Reds,1,3
2018-04-28,Philadelphia Phillies,Atlanta Braves,4,1
2018-04-28,Pittsburgh Pirates,St. Louis Cardinals,2,6
2018-04-28,San Diego Padres,New York Mets,2,2
2018-04-28,San Francisco Giants,Los Angeles Dodgers,1,6
2018-04-28,San Francisco Giants,Los Angeles Dodgers,3,8
2018-04-28,Toronto Blue Jays,Texas Rangers,7,4
2018-04-28,Washington Nationals,Arizona D'Backs,4,3
2018-04-29,Los Angeles Angels,New York Yankees,2,1
2018-04-29,Baltimore Orioles,Detroit Tigers,3,5
2018-04-29,Boston Red Sox,Tampa Bay Rays,3,4
2018-04-29,Chicago Cubs,Milwaukee Brewers,0,2
